topic,timestamp,title,docs
1,2023-8-24,"Trưởng nhóm Bông hồng đen bị phạt 7,5 triệu đồng - VnExpress",út_tuổi đồ sơn_trưởng cộng_đồng hồng đen sở_y_tế_hải_phòng quyết_định phạt hôm h người_dân công_an phường hải_sơn ập đường nguyễn_hữu_cầu phường hải_sơn quận_đồ_sơn phát_hiện hồng_đen xét_nghiệm bốn học_sinh ubnd_phường_hải_sơn mời hồng_đen trụ_sở làm_việc út hoạt_động tư_vấn xét_nghiệm hiv kiến_thức truyền_thông tác_hại nguy_cơ ma túy sức khỏe_tâm_thần kinh_phí trung_tâm sáng_kiến phát_triển cộng_đồng scdi út quy_định bảo_mật thông_tin khách_hàng giấy_tờ xét_nghiệm sai_sót xét_nghiệm sở y_tế hải_phòng hồng_đen hợp_tác trung_tâm sáng_kiến phát_triển cộng_đồng scdi truyền_thông phòng_chống hiv aids tư_vấn xét_nghiệm sàng_lọc hiv cộng_đồng lê_tân
4,2023-8-24,Vích Côn Đảo nghi bị giết lấy trứng - VnExpress,xác vích trôi_dạt bãi biển khu du_lịch huyện_côn_đảo phát_hiện kiểm_lâm vườn_quốc_gia_côn_đảo xác_định vích mẹ chết tuần dấu_hiệu rõ_ràng tác_động con_người chết vích vườn_quốc_gia_côn_đảo báo_cáo đề_nghị cơ_quan_chức_năng điều_tra ngành chức_năng côn_đảo bắt xử vụ án hành_vi tàng_trữ thịt trứng vích ngày_trước lê_thị chi_tuổi mẹ chồng hai khởi_tố mua trứng vích giá triệu đồng côn_đảo du_lịch huyện côn_đảo bãi_đẻ chủ_yếu vích vích việt_nam sinh_sản địa_phương trường_hà
1,2023-8-24,'Thái Bình giảm diện tích khu bảo tồn không đúng luật' - VnExpress,quyết_định tỉnh thái_bình chuyển_đổi ha khu bảo_tồn thiên_nhiên tiền_hải khu kinh_tế cục bảo_tồn thiên_nhiên đa_dạng_sinh_học văn_bản báo_cáo tài_nguyên môi_trường phó cục trưởng hoàng_thị thanh_nhàn khu bảo_tồn thiên_nhiên tiền hải nằm danh_mục khu bảo_tồn thiên_nhiên tài_nguyên môi_trường công_bố nằm quy_hoạch tổng_thể bảo_tồn đa_dạng_sinh_học định_hướng chế_độ quản_lý điều_chỉnh diện_tích ranh_giới khu bảo_tồn thiên_nhiên tiền_hải tuân_thủ pháp_luật lâm_nghiệp mà_còn tuân_thủ pháp_luật bảo_tồn thiên_nhiên đa_dạng_sinh_học môi_trường tỉnh thái_bình ý_kiến tài_nguyên môi_trường cục công_văn ý_kiến nội_dung quyết_định điều_chỉnh ranh_giới quyết_định chính_thức ubnd tỉnh ban_hành cục_bảo_tồn_thiên_nhiên_và_đa_dạng_sinh_học cơ_quan quản_lý đa_dạng_sinh_học quyết_định diện_tích khu bảo_tồn thiên_nhiên tiền_hải ha ha tỉnh thái_bình ảnh_hưởng mục_tiêu bảo_tồn đa_dạng_sinh_học chủ_trương đảng nhà_nước bảo_vệ môi_trường chủ_động ứng_phó biến_đổi khí_hậu cam_kết quốc_tế chiến_lược phát_triển bền_vững kinh_tế biển việt_nam tầm cam_kết việt_nam quốc_tế bảo_tồn đa_dạng_sinh_học công_ước ramsar công_ước đa_dạng_sinh_học khung đa_dạng_sinh_học toàn_cầu cục bảo_tồn thiên_nhiên đa_dạng_sinh_học nhấn_mạnh tầm khu bảo_tồn thiên_nhiên tiền_hải tỉnh_thái_bình mà_còn vị_thế quốc_gia quốc_tế thứ_trưởng tài_nguyên môi_trường võ_tuấn nhân ký văn_bản đề_nghị thái_bình cơ_sở pháp_lý quy_hoạch báo_cáo tổ_chức quốc_tế bảo_tồn thiên_nhiên wwf khu bảo_tồn thiên_nhiên đất ngập tiền hải lõi khu dự_trữ sinh_quyển châu_thổ_sông_hồng mà_còn chim iba ý_nghĩa toàn_cầu quốc_tế công_nhận trả_lời vnexpress đinh vĩnh_thụy giám_đốc sở nông_nghiệp phát_triển nông_thôn thái_bình khu bảo_tồn thiên_nhiên đất ngập tiền_hải khu rừng_đặc_dụng tỉnh_thành_lập luật bảo_vệ phát_triển rừng ràng_buộc luật đa_dạng_sinh_học diện_tích nằm thẩm_quyền tỉnh thái_bình ý_kiến tài_nguyên môi_trường tỉnh thái_bình ban_hành văn_bản xác_định ranh_giới khu_bảo_tồn_thiên_nhiên_tiền_hải diện_tích ha ha quy_hoạch tỉnh diện_tích chuyển_đổi xây_dựng thành khu đô_thị du_lịch nghỉ_dưỡng sân golf cồn vành cồn_thủ gia_chính
7,2023-8-24,Giả văn bản thu hồi tiền trợ cấp thất nghiệp - VnExpress,trần thị_minh phượng xã duy_hòa huyện duy_xuyên phản_ánh bảo_hiểm_xã_hội quảng_nam gửi zalo văn_bản bảo_hiểm_xã_hội_việt_nam quyết_định thu_hồi tiền trợ_cấp bảo_hiểm thất_nghiệp văn_bản phượng hoàn_trả toàn_bộ tiền triệu đồng quy_định thanh_toán tài_khoản liên_kết hệ_thống bảo_hiểm_xã_hội việt_nam tài_khoản baohiemxahoivn ngân_hàng mb_bank chủ_tài_khoản phan_thanh_dat bhxh_viet_nam phượng thông_báo bảo_hiểm_xã_hội_quảng_nam nội_dung văn_bản thất_nghiệp việc_làm lãnh_đạo bảo_hiểm_xã_hội_quảng_nam kẻ_gian lợi_dụng lỗ_hổng người_dân tự_kích hoạt_số tài_khoản online cơ_quan tổ_chức nhà_nước tên_tuổi đầy_đủ lao_động kẻ_gian giả_mạo văn_bản bảo_hiểm_xã_hội việt_nam gửi lao_động chuyển_hoàn tiền trợ_cấp thất_nghiệp chi sai quy_định bảo_hiểm_xã_hội quảng_nam đề_nghị bảo_hiểm_xã_hội_việt_nam làm_việc hệ_thống ngân_hàng hạn_chế khóa ngành bảo_hiểm_xã_hội người_dân khai_báo đăng_ký tài_khoản online kẻ_gian mạo_danh lừa_đảo chiếm_đoạt tiền người_dân
1,2023-8-24,Lễ viếng Phó thủ tướng Lê Văn Thành - VnExpress,lễ viếng phó thủ_tướng lê_văn_thành diễn trung_tâm_hội_nghị_tp_hải_phòng ban lễ tang_cấp nhà_nước phó thủ_tướng lê_minh_khái trưởng ban phó thủ_tướng lê_văn_thành qua_đời h nhà_riêng phố lạch tray ngô_quyền tp_hải_phòng lâm_bệnh nặng_thọ h_đoàn đại_biểu ban_chấp_hành trung_ương_đảng ủy_viên chính_trị thường_trực ban_bí_thư trưởng ban tổ_chức trung_ương_trương thị_mai dẫn_đầu viếng phó thủ_tướng lê_văn_thành tổng_bí_thư nguyễn_phú_trọng gửi vòng_hoa viếng chủ_tịch võ_văn_thưởng dẫn_đầu đoàn_chủ_tịch viếng chia buồn gia_quyến sổ_tang viết đồng_chí lê_văn_thành cán_bộ dám_nghĩ dám đóng_góp sự_nghiệp đảng dân_tộc phát_triển thành_phố_hải_phòng thủ_tướng phạm_minh_chính bìa trái chủ_tịch quốc_hội vương_đình huệ ghi sổ_tang tưởng_nhớ phó thủ_tướng lê_văn_thành thành khởi_đầu sự_nghiệp kế_toán nhà_máy_xi_măng_hải_phòng phó chủ_tịch ubnd_tp_hải_phòng chức chủ_tịch ubnd bí_thư thành ủy kiêm chủ_tịch ubnd hđnd thành_phố lê_văn_thành quốc_hội phê_chuẩn bổ_nhiệm phó thủ_tướng đoàn chính_phủ thủ_tướng phạm_minh_chính dẫn_đầu tham_gia đoàn nguyên thủ_tướng nguyễn tấn_dũng phó thủ_tướng lê_minh khái_trần hồng_hà_nguyên phó thủ_tướng_trương hòa_bình trịnh_đình_dũng thủ_tướng phạm_minh_chính gửi chia buồn gia_đình người_thân phó thủ_tướng lê_văn_thành tinh_thần dám_nghĩ dám dám đổi_mới sáng_tạo tận tụy_tâm_huyết trách_nhiệm công_việc giao đồng_chí dấu_ấn sâu đậm phong_cách lãnh_đạo sản_phẩm hải_phòng nhân_dân chính_phủ thủ_tướng viết sổ tang_đoàn quốc_hội chủ_tịch quốc_hội vương_đình_huệ dẫn_đầu viếng chủ_tịch quốc_hội lê_văn_thành lãnh_đạo tài_năng tâm_huyết trách_nhiệm đóng_góp đất_nước tp_hải_phòng_gia_quyến lê_văn_thành lễ tang_lễ viếng lê_văn_thành tổ_chức h h ngày_mai cơ_quan đoàn_thể tp_hải_phòng người_dân viếng người_dân tp hải_phòng trung_tâm hội_nghị thành_phố theo_dõi lễ viếng cương_vị chủ_tịch ubnd bí_thư thành ủy hải_phòng lê_văn_thành đánh_thức thành_phố ngủ say trung_tâm công_nghiệp
9,2023-8-24,Dịch vụ xe đạp công cộng tại Hà Nội đi vào hoạt động - VnExpress,ubnd_tp_hà_nội phối_hợp doanh_nghiệp khai_trương dịch_vụ thuê xe_đạp công_cộng xe xe_điện trợ_lực đào việt long phó giám_đốc sở_giao_thông_vận_tải_hà_nội dịch_vụ thuê xe_đạp giúp người_dân lựa_chọn phương_tiện công_cộng thói_quen đi_lại góp_phần bảo_vệ môi_trường xe_đạp hà_nội triển_khai xe_buýt điện taxi điện xe_máy điện thí_điểm sở chất_lượng hiệu_quả mô_hình long đại_diện nhà_đầu_tư thử_nghiệm hà_nội tài_khoản dịch_vụ thuê xe_đạp triển_khai tp hồ chí_minh hải_phòng đà_nẵng xe hoạt_động triệu km việt_an
5,2023-8-24,Sống thấp thỏm trong nhà nứt toác ở Sài Gòn - VnExpress,dự_án thi_công bờ bến phú_định dân trải km dọc kênh lò gốm hai phường quận_ nứt đứt_gãy tường sụp lún công_trình dự_án cải_thiện môi_trường tp_hcm giai_đoạn khởi_công gia_đình quang_thuận dán băng keo lớp gạch_men ốp tường nứt cạnh_sắc sợ con_nhỏ chạm đứt đầu thuận triệu đồng nhà_thầu bồi_thường triệu đồng xây tường đứt_gãy nứt trở_lại gia_đình dám lầu vết nứt lan phòng ngủ nhà_tắm an_tâm thuận nguyễn_văn_quang vợ sống toàn_bộ bốn rộng hư_hỏng kết_cấu quang giông lốc vợ_chồng gái sợ tường_yếu gió thổi sập nứt tường quang sụp lún gạch_men lót đứt_gãy trần nghĩa phó chủ_tịch ubnd phường quận_ hộ dân thiệt_hại hộ thỏa_thuận khắc_phục thiệt_hại dự_kiến dự_án hoàn_thành nhà_thầu khắc_phục xong hiện_trạng toàn_bộ dân ảnh_hưởng nghĩa dân đường mễ_cốc phường dọc bờ kênh lò_gốm lâm tình_cảnh tương_tự tường cột trần nứt toác đứt_gãy trần_quốc giám_đốc dự_án cải_thiện môi_trường tp_hcm giai_đoạn người_dân hư_hỏng ảnh_hưởng rung_chấn đóng cọc bệ_đỡ kè cộng đất yếu
1,2023-8-24,Lễ hội lớn nhất của người theo tín ngưỡng thờ Mẫu Tam phủ - VnExpress,âm_lịch hàng nghìn người_dân tín_ngưỡng thờ mẫu tam_phủ thánh_đường thiên_tiên thánh_giáo chi_lăng tp huế tham_gia lễ_hội điện_huệ_nam lễ_hội tín_ngưỡng thờ mẫu tam_phủ diễn âm_lịch sở văn_hóa thể_thao tỉnh thừa thiên_huế phối_hợp ban_bảo_trợ_điện_huệ_nam tổ_chức tín_ngưỡng thờ mẫu tam_phủ unesco công_nhận di_sản văn_hóa phi vật_thể nhân_loại góp_phần thu_hút du_lịch huế cung nghinh_án thờ mẫu tam_phủ thánh_đường điện huệ_nam xã hương_thọ thuyền rồng dọc sông_hương đạo_hữu thánh_đồng tổ_chức lễ_tế truyền_thống lễ_tế đạo_hữu tín_ngưỡng thờ mẫu tam_phủ rước hương_án thánh_đường thuyền rồng rước điện huệ_nam gọi hòn_chén km xuất_phát thánh_đường thuyền rồng trang_trí cờ hoa rực_rỡ hương_án nối_đuôi chở hàng nghìn du_khách cầu phú_xuân hành_hương điện huệ_nam thờ thánh_mẫu thiên_y a_na nữ_thần po_nagar tài_liệu lịch_sử điện hòn chén xưa kia chăm_thờ nữ_thần po_nagar nữ_thần mẹ xứ_sở việt tiếp_nhận gọi_là thánh_mẫu thiên_y_a_na lễ_hội điện hòn chén hàng tổ_chức hai âm_lịch ghi_nhớ công_ơn thánh_mẫu người_dân địa_phương
4,2023-8-24,Nửa đêm soi đèn bắt còng - VnExpress,trời chập_tối hồ văn_bách_tuổi xã hải_dương_tp_huế biển bắt_còng dã_tràng đèn_pin đầu xách xô nhựa anh_bách dọc bờ biển soi đèn bắt_còng bãi cát nhắm to rượt bắt bách đè còng cát còng kẹp bắt xô nhựa bách người_dân_quê bẫy đợi còng sa lưới chạy hang nằm bờ cát bắt_còng xác_định bắt bách bắt_còng rang muối lột vỏ thịt nấu_canh hồ văn_phỉ xã quảng_công huyện_quảng_điền bẫy bắt_còng đơn_giản đêm còng mắc bẫy nửa xô nhựa tiếng đồng_hồ phỉ phỉ võ_thạnh
0,2023-8-23,Quái xế tông cảnh sát giao thông bị thương - VnExpress,h đại_úy thuân đồng_nghiệp nhiệm_vụ ngã tư đại_lộ lê_lợi giao đường hạc thành phường điện_biên_tp_thanh_hóa phát_hiện xe_máy lưu_thông hướng trung_tâm tp thanh_hóa cầu_vượt_phú_sơn điều_khiển phương_tiện đội mũ_bảo_hiểm đèn_đỏ thanh_niên vi_phạm quy_định biểu_hiện lạng_lách đánh_võng đại_úy thuân chạy bục_gác dừng phương_tiện nguyễn_lê_huy xã thuận_minh huyện thọ_xuân tỉnh thanh_hóa chạy tông trúng đại_úy thuân ngã nhào trượt đường xe vi_phạm thuân người_dân đồng_nghiệp cấp_cứu bệnh_viện_đa_khoa_hợp_lực đa chấn_thương nguyễn_lê_huy công_an khống_chế tại_chỗ hiện tạm điều_tra hành_vi chống thi_hành công_vụ
1,2023-8-23,Vietnam Airlines được trả thêm lương cho phi công Việt - VnExpress,nghị_định chính_phủ quy_định vietnam_airlines xác_định tiền_lương bổ_sung phi_công nội_địa căn_cứ chức_danh làm_việc chính_phủ vietnam_airlines xác_định tiền_lương bổ_sung khả_năng đáp_ứng tài_chính hoàn_thành chỉ_tiêu lợi_nhuận ủy_ban_quản_lý_vốn_nhà_nước doanh_nghiệp giao hàng vietnam_airlines_lỗ lỗ vietnam_airlines hạch_toán tiền_lương bổ_sung chi_phí_sản_xuất kinh_doanh phi_công người_việt_nam mục_đích đề_xuất bổ_sung lương hàng vietnam_airlines phi_công việt_nam bộ_lao_động_thương_binh_và_xã_hội đề_xuất bối_cảnh hãng chảy_máu nguồn_lực phi_công thu_nhập quỹ lương bù_đắp báo_cáo vietnam_airlines hãng lao_động tổng_quỹ lương đơn_giá tỷ đồng phi_công việt phi_công nước_ngoài hãng ký hợp_đồng cung_ứng nhân_lực đối_tác lương tiếp_viên lao_động gián_tiếp bộ_lao_động_thương_binh_và_xã_hội tiền_lương thí_điểm phi_công_nội đồng_nghiệp nước_ngoài hãng cạnh_tranh gay_gắt phi_công rời vietnam_airlines phi_công_việt dự_kiến kết_thúc hợp_đồng giả_định vietnam_airlines chảy_máu phi_công nội_địa chi_phí phụ_trội thuê phi_công nước_ngoài thay_thế tỷ đồng tính_toán vietnam_airlines bổ_sung hàng tỷ đồng lương phi_công nội_địa phi_công nước_ngoài tỷ đồng
9,2023-8-23,Cấm ôtô qua cầu Thăng Long ba đêm - VnExpress,ôtô hướng bắc liêm đông vành_đai xuống_đường phạm_văn_đồng tân_xuân an_dương_vương cầu_nhật_tân tân_xuân phạm_văn_đồng đỗ_nhuận hoàng_minh_thảo võ_chí công cầu_nhật_tân xe đường phạm_văn_đồng thay_vì cầu thăng_long tuyến đường_phạm văn_đồng hoàng_quốc_việt nút giao bưởi võ_chí công cầu_nhật_tân phạm văn_đồng hoàng_minh_thảo võ_chí công cầu_nhật_tân phạm_văn_đồng đỗ_nhuận xuân_la võ_chí công cầu_nhật_tân ôtô hướng đông bắc liêm lựa_chọn đầu cầu thăng_long rẽ đầu gầm cầu đường bắc thăng_long vực dê nút giao kim đường hoàng_sa cầu_nhật_tân lực_lượng chức_năng phân_luồng lối cầu_vượt kim hướng cầu thăng_long xe rẽ vòng_xuyến nút giao_kim đường hoàng_sa cầu_nhật_tân đường chính_a xe thẳng đường hoàng_sa cầu_nhật_tân cầu thăng_long bắc sông hồng công_trình ghi dấu quan_hệ hữu_nghị việt_nam liên_xô nối_liền tỉnh bắc thủ_đô_hà_nội võ_hải
5,2023-8-23,Dấu ấn Phó thủ tướng Lê Văn Thành ở thành phố cảng Hải Phòng - VnExpress,phó thủ_tướng lê_văn_thành qua_đời h nhà_riêng phố lạch tray ngô_quyền tp_hải_phòng lâm_bệnh nặng_thọ sinh gia_đình nông_dân huyện vĩnh_bảo tốt_nghiệp đại_học kinh_tế quốc_dân thành trở quê_nhà khởi_đầu sự_nghiệp kế_toán nhà_máy_xi_măng_hải_phòng phó chủ_tịch ubnd_tp_hải_phòng chức chủ_tịch ubnd bí_thư thành ủy kiêm chủ_tịch ubnd hđnd thành_phố khát_vọng hải_phòng phát_triển rực_rỡ lê_văn_thành người_dân hải_phòng công_ty_xi_măng_hải_phòng giám_đốc tiếp_quản đội bóng thành_phố hậu_thuẫn đội bóng xi_măng_hải_phòng đội cổ_động_viên đông_đảo vleague lê_văn_thành viết trang huy_hoàng bóng_đá đất cảng chúc tết tân_sửu thành đau_đáu khát_vọng thành_phố hoa phượng đỏ thời_kỳ phát_triển rực_rỡ giai_đoạn đứng đầu thành_phố hải_phòng phát_triển đột_phá cục thống_kê tp hải_phòng tổng vốn đầu_tư thời bí_thư thành ủy lê_văn_thành tỷ đồng gấp nhiệm_kỳ vốn nhà_nước chần_chừ doanh_nghiệp kiểm_tra tiến_độ dự_án huyện đảo_cát_bà cạnh thu_hút dự_án đầu_tư nước_ngoài fdi tỷ_đô hải_phòng thời_kỳ tập_đoàn thành_phố đẩy_mạnh phát_triển hàng_loạt ngành công_nghiệp đóng_tàu sản_xuất phôi thép thép cán sản_xuất phân_phối điện sản_xuất lắp_ráp ôtô gia_công linh_kiện dệt_may da dày tập_đoàn vingroup đầu_tư hoàn_thành nhà_máy_sản_xuất_ôtô_vinfast tổng vốn đầu_tư tỷ usd hải_phòng trung_tâm công_nghiệp quy_mô kinh_tế mở_rộng ước nghìn tỷ đồng tương_đương tỷ usd gấp đứng kinh_tế trọng_điểm bắc_bộ giai_đoạn hải_phòng xây_dựng cầu hàng trăm km đường tổng vốn đầu_tư tỷ đồng cầu biểu_tượng tân_vũ lạch huyện hoàng_văn_thụ mà_còn cầu ngoại_thành người_dân mong_mỏi hàng thế_kỷ cầu đăng_cầu_hàn loạt cầu_vượt nội_đô giúp ùn_tắc giao_thông thành thói_quen dậy h ngắm công_trình thành_phố đầu thành giao lập đề_án phường xây công_viên khu đông dân người_dân vui_chơi nguyễn_hữu_doãn nguyên_trưởng ban tuyên_giáo thành ủy hải_phòng quyết_sách định_hướng táo_bạo phát_triển kinh_tế lê_văn_thành đời_sống nông_thôn giáo_dục chính_sách an_sinh xã_hội hđnd thành_phố thời thành chủ_tịch loạt nghị_quyết duy_trì tiền thăm_hỏi công xi_măng gạch sửa công hộ nghèo phát_hiện đào_tạo bồi_dưỡng học_sinh giỏi tuyển_chọn đãi_ngộ giáo_viên giỏi học_sinh giỏi quốc_gia quốc_tế hải_phòng thưởng triệu đồng thành tuyên_bố khu_vực cách_ly thành_phố phát lương_thực thực_phẩm miễn_phí phát_biểu chia_tay hải_phòng trung_ương phó thủ_tướng thành gắn_bó thành_phố tình_yêu quê_hương khát_vọng cống_hiến lê_văn_thành nhà_lãnh_đạo tâm tài_dám quyết_liệt dám trách_nhiệm sâu_sát giản_dị ấm_áp ân_tình nguyễn_xuân bình_nguyên phó chủ_tịch ubnd_tp_hải_phòng bày_tỏ phó thủ_tướng năng_nổ quyết_đoán lê_văn_thành quốc_hội phê_chuẩn bổ_nhiệm phó thủ_tướng thường_xuyên kiểm_tra công_trường tuyến cao_tốc_bắc_nam_đốc thúc hoàn_thành mục_tiêu toàn_quốc km cao_tốc kiểm_tra thực_địa_tuyến cao_bồ mai_sơn ninh_bình mai_sơn quốc_lộ thanh_hóa chỉ_đạo trách_nhiệm vốn công_trình tầm quốc_gia nhân_dân mong_chờ tiến_độ chậm họp thị_sát thành rút ngắn thủ_tục đầu_tư lựa_chọn nhà_thầu giải_phóng mặt_bằng hoàn_thành đoạn cao_tốc_bắc_nam tiến_độ thi_công thước_đo trách_nhiệm danh_dự thương_hiệu nhà_thầu phát_động thi_đua ngày_đêm thông xe dự_án mai_sơn quốc_lộ cam_lộ la sơn vĩnh_hảo phan_thiết_phan_thiết dầu_giây phó thủ_tướng lê_văn_thành thường_xuyên có_mặt tại_tâm_bão rốn lũ bão noru đổ_bộ quảng_trị thị_sát chỉ_đạo tỉnh chống bão xuyên đêm rốn lũ thừa thiên_huế thăm_hỏi người_dân quảng_trị kiểm_tra sạt_lở bờ sông_thạch_hãn quan_điểm phát_triển xanh bền_vững hải_phòng chỉ_đạo quy_hoạch điều_chỉnh cục_bộ quy_hoạch quy_hoạch cây_xanh mặt_nước công_trình an_sinh xã_hội kinh_doanh thương_mại phó thủ_tướng lê_văn_thành hồi phiên họp ban chỉ_đạo nhà_nước công_trình giao_thông trọng_điểm quốc_gia ban quản_lý trách_nhiệm dự_án cao_tốc_bắc_nam thành công_chúng vắng_mặt qua_đời ban_bí_thư quyết_định tổ_chức lễ_tang ủy_viên trung_ương_đảng phó thủ_tướng lê_văn_thành nghi_thức nhà_nước thành_phố_hải_phòng ban lễ_tang thành_viên phó thủ_tướng lê_minh_khái trưởng ban linh_cữu phó thủ_tướng lê_văn_thành quàn trung_tâm_hội_nghị_thành_phố_hải_phòng yên_nghỉ nghĩa_trang quê xã tân_liên huyện vĩnh_bảo tp_hải_phòng lê_tân viết_tuân
6,2023-8-23,Hai nhà ga sân bay hơn 45.000 tỷ đồng sẽ khởi công ngày 31/8 - VnExpress,thông_tin đại_diện tổng_công_ty cảng_hàng_không việt_nam acv chủ đầu_tư nhà_ga sân_bay_long_thành tổng vốn đầu_tư tỷ đồng nhà_ga tỷ đồng trái_tim sân_bay_long_thành hình_ảnh hoa_sen xuyên suốt thiết_kế mái góc mặt nội_thất khu_vực sảnh thủ_tục nhấn kiến_trúc ô ô thông_tầng trung_tâm nhà_ga bố_trí thác nhân_tạo cảnh_quan sân vườn acv công_trình thiết_kế xây_dựng công_nghệ hiện_đại lĩnh_vực hàng_không vật_liệu độ bền thẩm_mỹ cao_sân_bay_long_thành công_suất triệu hành_khách triệu hàng hóa giai_đoạn đầu_tư tỷ đồng tương_đương tỷ usd nhà_ga t sân_bay_tân_sơn_nhất hạng_mục nhà_ga hành_khách nhà_xe cao_tầng kết_hợp dịch_vụ phi_hàng_không hệ_thống cầu cạn khởi_công hoàn_thành nhà_ga t phục_vụ quốc_nội công_suất triệu hành_khách khai_thác máy_bay code c code_e máy_bay thân rộng phước_tuấn
3,2023-8-23,Lãnh đạo phường bị kỷ luật vì để ‘cưỡng chế nhầm nhà’,tô hoài_phương chủ_tịch ubnd tp cà_mau lê_thanh_tùng lê_bá_truyền chủ_tịch phó chủ_tịch ubnd_phường_ kỷ_luật sai_sót phối_hợp cưỡng_chế công_trình vi_phạm địa_bàn chiêm buồl cột đường_quang trung_khóm phường_ phạt triệu đồng xây phép ngừng thi_công tháo_dỡ công_trình chủ chấp_hành nộp phạt tháo_dỡ chính_quyền tp_cà_mau quyết_định cưỡng_chế lập biên_bản ubnd_phường_ thể_hiện diện_tích vi_phạm mô_tả kết_cấu đà kiềng cột bêtông cốt thép tường gạch tổ công_tác phòng quản_lý đô_thị thành_phố ubnd phường tiến_hành cưỡng_chế cột tháo_dỡ hàng_xóm cạnh nguyễn_chí_nguyện dừng dỡ chiều nguyện cung_cấp hồ_sơ công_trình mái tôn khung sắt tháo_dỡ ubnd tp cà_mau chính_quyền quyết_định xử_phạt nguyện hành_vi tương_tự cột nguyện cột thuê công_trình vi_phạm hành_chính giá triệu đồng chính_quyền tp cà_mau hai mái tháo_dỡ cột ảnh_hưởng kết_cấu mái nguyện xảy nhầm_lẫn tổ_chức phối_hợp công_trình vi_phạm ubnd_phường_ chặt_chẽ xảy sai_sót an_minh
1,2023-8-23,Tặng tranh Chủ tịch Hồ Chí Minh viết Tuyên ngôn độc lập cho bảo tàng - VnExpress,tranh hồ viết tuyên_ngôn_độc_lập hoàn_thành chất_liệu sơn dầu_kích_thước x cm đoàn_văn_đức phó chánh văn_phòng thành_ủy_hà_nội_hiến tặng hai hiện_vật trai họa_sĩ văn_giáo họa_sĩ nguyễn_văn_đức thay_mặt gia_đình hiến tặng phác_thảo bác_hồ viết tuyên_ngôn_độc_lập chất_liệu màu kích_thước x cm tác_phẩm giải chất_liệu bột màu khô_kích_thước x cm họa_sĩ văn_giáo thế_hệ đầu hội_họa cách_mạng việt_nam phương_pháp trực_họa giàu cảm_xúc cố họa_sĩ sống vẽ chủ_tịch hồ chí_minh làm_việc nghệ_an_cao_bằng ra_đời tác_phẩm đề_tài vnexpress họa_sĩ nguyễn_văn_đức cha_ông vẽ tranh đặc_tả chủ_tịch hồ chí_minh viết tuyên_ngôn_độc_lập tầng hai nhà_hàng ngang hà_nội vầng_trán rộng đôi mắt suy_tư phong_thái giản_dị giải họa_sĩ văn_giáo cảm_hứng sáng_tác thơ tập_thơ nhật_ký tù cảnh_tượng khắc_họa chủ_tịch hồ chí_minh quân_đội tưởng giới thạch_giải khắp nhà_giam huyện tỉnh quảng_tây trung_quốc họa_sĩ lương xuân đoàn_chủ_tịch hội mỹ_thuật việt_nam phó_giáo_sư lê anh_vân nguyên_hiệu_trưởng trường đại_học mỹ_thuật việt_nam tranh bác_hồ viết tuyên_ngôn_độc_lập bút_pháp giản_dị_lối diễn_tả khái_quát màu_sắc nhã_nhặn tranh tái_hiện hình_ảnh mộc_mạc trang_nghiêm chủ_tịch hồ chí_minh giai_đoạn lịch_sử cách_mạng việt_nam bảo_quản hướng_dẫn tác_phẩm tuổi_đời nguyên_vẹn họa_sĩ nguyễn_văn_đức ý_nguyện gia_đình cố họa_sĩ tác_phẩm bảo_tàng_hồ_chí_minh lưu_giữ trưng_bày người_dân tham_quan cuộc_đời lãnh_tụ
4,2023-8-23,Cháy tàu cá chứa 1.000 lít dầu - VnExpress,h lửa bắt_nguồn hầm máy tàu cá bùi_văn_tám ngọc_tài phương_vũ
7,2023-8-23,Pouyuen sẽ giảm hơn 1.200 công nhân - VnExpress,thông_tin huỳnh_lê trang_phó giám_đốc sở lao_động thương_binh xã_hội tp hcm công_ty tnhh pouyuen việt_nam quận_bình_tân nêu cắt_giảm đơn hàng phục_hồi đối_tác đặt_hàng hoạt_động tp hcm đợt lao_động tư pouyuen quy_mô hàng nghìn pouyuen tập_đoàn quốc_tế pou chen đài_loan hoạt_động lĩnh_vực sản_xuất giày công_ty đông lao_động tp_hcm huỳnh_lê_như_trang ngành lao_động thành_phố theo_dõi giám_sát chặt_chẽ tình_hình công_ty trung_tâm_dịch_vụ_việc phối_hợp kết_nối giới_thiệu việc_làm công_nhân báo_cáo khảo_sát doanh_nghiệp triển_vọng kinh_tế gửi thủ_tướng ban_nghiên_cứu_phát_triển_kinh_tế_tư_nhân ban_iv hội_đồng tư_vấn cải_cách thủ_tục hành_chính thủ_tướng dự_báo làn_sóng sa_thải lao_động tiếp_diễn vĩ_mô nội_tại doanh_nghiệp doanh_nghiệp cắt_giảm khối nhà_nước một_nửa hoạt_động tp hcm bình_dương đơn hàng lê_tuyết
